Potential_Score_0_100,hcp_id,specialty,Potential_Category
50.0,NPIIN0000002244,Endocrinology,Low
0.0,NPIIN0000002245,Diabetology,Low
1.6,NPIIN0000002246,Pulmonology,Low
0.0,NPIIN0000002247,Pulmonology,Low
2.7,NPIIN0000002248,General Medicine,Low
0.0,NPIIN0000002249,Cardiology,Low
0.0,NPIIN0000002250,General Medicine,Low
26.9,NPIIN0000002251,Gastroenterology,Low
0.5,NPIIN0000002252,Endocrinology,Low
0.0,NPIIN0000002253,Neurology,Low
80.9,NPIIN0000002254,Cardiology,Low
0.0,NPIIN0000002255,Urology,Low
0.0,NPIIN0000002256,Orthopedics,Low
0.0,NPIIN0000002257,Cardiology,Low
0.0,NPIIN0000002258,General Medicine,Low
0.0,NPIIN0000002259,General Medicine,Low
0.0,NPIIN0000002260,Dermatology,Low
72.3,NPIIN0000002261,Pulmonology,Low
0.0,NPIIN0000002262,Pulmonology,Low
1.0,NPIIN0000002263,Endocrinology,Low
0.0,NPIIN0000002264,Cardiology,Low
0.0,NPIIN0000002265,Neurology,Low
0.0,NPIIN0000002266,Pulmonology,Low
0.0,NPIIN0000002267,Dermatology,Low
0.0,NPIIN0000002268,Dermatology,Low
0.0,NPIIN0000002269,Neurology,Low
0.0,NPIIN0000002270,Pulmonology,Low
67.0,NPIIN0000002271,Urology,Low
0.0,NPIIN0000002272,Dermatology,Low
0.0,NPIIN0000002273,Urology,Low
0.0,NPIIN0000002274,Orthopedics,Low
0.0,NPIIN0000002275,General Medicine,Low
0.0,NPIIN0000002276,Gastroenterology,Low
0.0,NPIIN0000002277,Neurology,Low
0.5,NPIIN0000002278,Endocrinology,Low
0.0,NPIIN0000002279,Neurology,Low
0.7,NPIIN0000002280,General Medicine,Low
0.0,NPIIN0000002281,General Medicine,Low
0.0,NPIIN0000002282,Endocrinology,Low
0.0,NPIIN0000002283,Gastroenterology,Low
0.0,NPIIN0000002284,Neurology,Low
0.0,NPIIN0000002285,Pulmonology,Low
67.0,NPIIN0000002286,Endocrinology,Low
0.0,NPIIN0000002287,Pulmonology,Low
0.0,NPIIN0000002288,Cardiology,Low
0.0,NPIIN0000002289,General Medicine,Low
0.0,NPIIN0000002290,General Medicine,Low
0.0,NPIIN0000002291,Urology,Low
0.0,NPIIN0000002292,General Medicine,Low
0.0,NPIIN0000002293,Pulmonology,Low
0.0,NPIIN0000002294,Urology,Low
72.7,NPIIN0000002295,General Medicine,Low
0.0,NPIIN0000002296,Urology,Low
0.1,NPIIN0000002297,Cardiology,Low
0.0,NPIIN0000002298,General Medicine,Low
0.0,NPIIN0000002299,Cardiology,Low
0.0,NPIIN0000002300,Pulmonology,Low
0.0,NPIIN0000002301,Orthopedics,Low
0.0,NPIIN0000002302,Neurology,Low
55.3,NPIIN0000002303,Pulmonology,Low
4.8,NPIIN0000002304,Diabetology,Low
0.0,NPIIN0000002305,Orthopedics,Low
0.3,NPIIN0000002306,General Medicine,Low
0.0,NPIIN0000002307,Diabetology,Low
0.0,NPIIN0000002308,Orthopedics,Low
58.9,NPIIN0000002309,General Medicine,Low
0.0,NPIIN0000002310,General Medicine,Low
0.0,NPIIN0000002311,Cardiology,Low
0.0,NPIIN0000002312,Endocrinology,Low
0.0,NPIIN0000002313,Dermatology,Low
80.2,NPIIN0000002314,General Medicine,Low
0.0,NPIIN0000002315,Orthopedics,Low
0.0,NPIIN0000002316,Cardiology,Low
0.0,NPIIN0000002317,Pulmonology,Low
0.0,NPIIN0000002318,Gastroenterology,Low
0.0,NPIIN0000002319,Pulmonology,Low
0.0,NPIIN0000002320,General Medicine,Low
0.0,NPIIN0000002321,Pulmonology,Low
0.0,NPIIN0000002322,Neurology,Low
27.2,NPIIN0000002323,Urology,Low
0.3,NPIIN0000002324,General Medicine,Low
53.8,NPIIN0000002325,General Medicine,Low
0.0,NPIIN0000002326,Neurology,Low
0.0,NPIIN0000002327,Diabetology,Low
0.1,NPIIN0000002328,Endocrinology,Low
0.0,NPIIN0000002329,Orthopedics,Low
32.3,NPIIN0000002330,Endocrinology,Low
7.0,NPIIN0000002331,Endocrinology,Low
24.7,NPIIN0000002332,Pulmonology,Low
0.0,NPIIN0000002333,Cardiology,Low
0.0,NPIIN0000002334,Cardiology,Low
0.0,NPIIN0000002335,Cardiology,Low
0.1,NPIIN0000002336,Cardiology,Low
0.0,NPIIN0000002337,General Medicine,Low
0.0,NPIIN0000002338,Dermatology,Low
0.0,NPIIN0000002339,General Medicine,Low
0.0,NPIIN0000002340,General Medicine,Low
0.0,NPIIN0000002341,Pulmonology,Low
94.0,NPIIN0000002342,Diabetology,Low
0.0,NPIIN0000002343,General Medicine,Low
1.6,NPIIN0000002344,General Medicine,Low
6.0,NPIIN0000002345,General Medicine,Low
4.7,NPIIN0000002346,General Medicine,Low
0.0,NPIIN0000002347,Cardiology,Low
0.0,NPIIN0000002348,Urology,Low
0.0,NPIIN0000002349,Orthopedics,Low
0.0,NPIIN0000002350,Urology,Low
1.0,NPIIN0000002351,Cardiology,Low
0.0,NPIIN0000002352,Gastroenterology,Low
0.0,NPIIN0000002353,Pulmonology,Low
0.0,NPIIN0000002354,Cardiology,Low
0.0,NPIIN0000002355,Orthopedics,Low
0.0,NPIIN0000002356,Gastroenterology,Low
0.2,NPIIN0000002357,Endocrinology,Low
0.0,NPIIN0000002358,Orthopedics,Low
0.0,NPIIN0000002359,Cardiology,Low
0.0,NPIIN0000002360,General Medicine,Low
78.9,NPIIN0000002361,Endocrinology,Medium
91.5,NPIIN0000002362,Endocrinology,High
0.0,NPIIN0000002363,Orthopedics,Low
0.0,NPIIN0000002364,Pulmonology,Low
0.0,NPIIN0000002365,Diabetology,Low
0.0,NPIIN0000002366,Gastroenterology,Low
0.0,NPIIN0000002367,Urology,Low
0.0,NPIIN0000002368,Urology,Low
0.0,NPIIN0000002369,Orthopedics,Low
0.0,NPIIN0000002370,Urology,Low
0.0,NPIIN0000002371,Neurology,Low
0.0,NPIIN0000002372,General Medicine,Low
0.0,NPIIN0000002373,Urology,Low
0.0,NPIIN0000002374,Cardiology,Low
71.4,NPIIN0000002375,Endocrinology,Low
0.4,NPIIN0000002376,General Medicine,Low
2.9,NPIIN0000002377,Diabetology,Low
0.0,NPIIN0000002378,Pulmonology,Low
48.9,NPIIN0000002379,Urology,Low
0.0,NPIIN0000002380,General Medicine,Low
0.0,NPIIN0000002381,Pulmonology,Low
0.4,NPIIN0000002382,General Medicine,Low
0.0,NPIIN0000002383,Neurology,Low
0.0,NPIIN0000002384,Cardiology,Low
0.0,NPIIN0000002385,Cardiology,Low
0.0,NPIIN0000002386,Neurology,Low
0.0,NPIIN0000002387,Pulmonology,Low
15.1,NPIIN0000002388,General Medicine,Low
0.2,NPIIN0000002389,General Medicine,Low
0.0,NPIIN0000002390,Cardiology,Low
0.0,NPIIN0000002391,Neurology,Low
7.5,NPIIN0000002392,General Medicine,Low
0.0,NPIIN0000002393,General Medicine,Low
0.0,NPIIN0000002394,Urology,Low
0.6,NPIIN0000002395,Gastroenterology,Low
7.8,NPIIN0000002396,Endocrinology,Low
0.0,NPIIN0000002397,Neurology,Low
13.1,NPIIN0000002398,Cardiology,Low
74.4,NPIIN0000002399,Endocrinology,Medium
0.0,NPIIN0000002400,Gastroenterology,Low
0.0,NPIIN0000002401,Cardiology,Low
0.0,NPIIN0000002402,Diabetology,Low
0.0,NPIIN0000002403,Urology,Low
0.0,NPIIN0000002404,Gastroenterology,Low
0.4,NPIIN0000002405,Urology,Low
0.0,NPIIN0000002406,Urology,Low
47.5,NPIIN0000002407,Diabetology,Low
0.0,NPIIN0000002408,Neurology,Low
0.0,NPIIN0000002409,General Medicine,Low
0.0,NPIIN0000002410,Neurology,Low
0.0,NPIIN0000002411,General Medicine,Low
7.4,NPIIN0000002412,Cardiology,Low
82.6,NPIIN0000002413,Cardiology,Low
0.0,NPIIN0000002414,Gastroenterology,Low
55.3,NPIIN0000002415,Cardiology,Low
0.0,NPIIN0000002416,Pulmonology,Low
0.0,NPIIN0000002417,Dermatology,Low
0.0,NPIIN0000002418,Gastroenterology,Low
80.2,NPIIN0000002419,General Medicine,Low
29.7,NPIIN0000002420,Endocrinology,Low
0.0,NPIIN0000002421,Urology,Low
0.0,NPIIN0000002422,Pulmonology,Low
0.0,NPIIN0000002423,General Medicine,Low
0.0,NPIIN0000002424,Orthopedics,Low
75.3,NPIIN0000002425,Endocrinology,Low
0.0,NPIIN0000002426,General Medicine,Low
0.0,NPIIN0000002427,Cardiology,Low
0.0,NPIIN0000002428,Cardiology,Low
82.4,NPIIN0000002429,General Medicine,Low
0.0,NPIIN0000002430,Neurology,Low
72.5,NPIIN0000002431,General Medicine,Low
0.0,NPIIN0000002432,Neurology,Low
0.5,NPIIN0000002433,Dermatology,Low
0.0,NPIIN0000002434,Urology,Low
0.0,NPIIN0000002435,Cardiology,Low
0.0,NPIIN0000002436,Gastroenterology,Low
0.3,NPIIN0000002437,Endocrinology,Low
0.0,NPIIN0000002438,Neurology,Low
0.0,NPIIN0000002439,General Medicine,Low
24.8,NPIIN0000002440,Neurology,Low
0.9,NPIIN0000002441,Endocrinology,Low
0.0,NPIIN0000002442,Neurology,Low
0.0,NPIIN0000002443,Cardiology,Low
1.8,NPIIN0000002444,Endocrinology,Low
0.0,NPIIN0000002445,Pulmonology,Low
83.3,NPIIN0000002446,General Medicine,Low
0.0,NPIIN0000002447,Neurology,Low
0.0,NPIIN0000002448,Neurology,Low
0.0,NPIIN0000002449,Pulmonology,Low
0.0,NPIIN0000002450,Gastroenterology,Low
0.0,NPIIN0000002451,Dermatology,Low
0.0,NPIIN0000002452,Urology,Low
0.0,NPIIN0000002453,Cardiology,Low
0.0,NPIIN0000002454,Pulmonology,Low
0.0,NPIIN0000002455,Gastroenterology,Low
0.0,NPIIN0000002456,Endocrinology,Low
1.0,NPIIN0000002457,Diabetology,Low
60.5,NPIIN0000002458,Diabetology,Low
72.5,NPIIN0000002459,Pulmonology,Low
72.1,NPIIN0000002460,General Medicine,Low
0.0,NPIIN0000002461,Neurology,Low
0.0,NPIIN0000002462,Pulmonology,Low
0.0,NPIIN0000002463,Neurology,Low
0.8,NPIIN0000002464,Diabetology,Low
0.0,NPIIN0000002465,Gastroenterology,Low
0.0,NPIIN0000002466,Neurology,Low
0.0,NPIIN0000002467,Cardiology,Low
13.0,NPIIN0000002468,Endocrinology,Low
86.0,NPIIN0000002469,Diabetology,Low
0.0,NPIIN0000002470,Orthopedics,Low
84.2,NPIIN0000002471,Diabetology,Low
0.0,NPIIN0000002472,Cardiology,Low
38.3,NPIIN0000002473,Endocrinology,Low
0.0,NPIIN0000002474,Cardiology,Low
0.3,NPIIN0000002475,General Medicine,Low
0.0,NPIIN0000002476,Dermatology,Low
0.0,NPIIN0000002477,General Medicine,Low
0.0,NPIIN0000002478,Dermatology,Low
0.0,NPIIN0000002479,Cardiology,Low
80.3,NPIIN0000002480,General Medicine,Low
0.0,NPIIN0000002481,Gastroenterology,Low
0.0,NPIIN0000002482,Neurology,Low
0.0,NPIIN0000002483,Dermatology,Low
54.2,NPIIN0000002484,Diabetology,Low
1.4,NPIIN0000002485,General Medicine,Low
0.0,NPIIN0000002486,Neurology,Low
0.0,NPIIN0000002487,Endocrinology,Low
0.1,NPIIN0000002488,Dermatology,Low
50.6,NPIIN0000002489,Diabetology,Low
0.0,NPIIN0000002490,Cardiology,Low
0.0,NPIIN0000002491,Gastroenterology,Low
0.3,NPIIN0000002492,Neurology,Low
0.0,NPIIN0000002493,Urology,Low
0.0,NPIIN0000002494,Urology,Low
65.3,NPIIN0000002495,Diabetology,Low
0.1,NPIIN0000002496,Neurology,Low
0.0,NPIIN0000002497,Orthopedics,Low
1.5,NPIIN0000002498,Diabetology,Low
50.9,NPIIN0000002499,General Medicine,Low
0.0,NPIIN0000002500,Urology,Low
0.0,NPIIN0000002501,Cardiology,Low
0.0,NPIIN0000002502,Urology,Low
0.0,NPIIN0000002503,General Medicine,Low
0.0,NPIIN0000002504,Urology,Low
25.0,NPIIN0000002505,Pulmonology,Low
15.0,NPIIN0000002506,Neurology,Low
0.0,NPIIN0000002507,Gastroenterology,Low
0.0,NPIIN0000002508,Cardiology,Low
2.8,NPIIN0000002509,Pulmonology,Low
0.0,NPIIN0000002510,Urology,Low
0.0,NPIIN0000002511,Orthopedics,Low
0.0,NPIIN0000002512,Orthopedics,Low
0.0,NPIIN0000002513,Neurology,Low
0.0,NPIIN0000002514,Neurology,Low
0.0,NPIIN0000002515,Pulmonology,Low
87.6,NPIIN0000002516,Pulmonology,Low
0.0,NPIIN0000002517,Pulmonology,Low
0.0,NPIIN0000002518,Cardiology,Low
0.0,NPIIN0000002519,Cardiology,Low
0.0,NPIIN0000002520,Pulmonology,Low
96.0,NPIIN0000002521,Diabetology,Low
0.3,NPIIN0000002522,Diabetology,Low
0.3,NPIIN0000002523,Endocrinology,Low
0.0,NPIIN0000002524,Dermatology,Low
1.5,NPIIN0000002525,Orthopedics,Low
0.0,NPIIN0000002526,Pulmonology,Low
0.0,NPIIN0000002527,Orthopedics,Low
0.0,NPIIN0000002528,Urology,Low
48.0,NPIIN0000002529,Endocrinology,Low
0.2,NPIIN0000002530,Endocrinology,Low
0.0,NPIIN0000002531,Endocrinology,Low
0.0,NPIIN0000002532,Cardiology,Low
0.0,NPIIN0000002533,Pulmonology,Low
38.1,NPIIN0000002534,Diabetology,Low
0.0,NPIIN0000002535,Urology,Low
7.6,NPIIN0000002536,Pulmonology,Low
27.7,NPIIN0000002537,General Medicine,Low
0.0,NPIIN0000002538,Orthopedics,Low
0.0,NPIIN0000002539,Orthopedics,Low
0.0,NPIIN0000002540,Gastroenterology,Low
0.0,NPIIN0000002541,Dermatology,Low
0.0,NPIIN0000002542,Orthopedics,Low
0.1,NPIIN0000002543,Pulmonology,Low
85.5,NPIIN0000002544,Urology,Low
82.0,NPIIN0000002545,Cardiology,Low
53.2,NPIIN0000002546,Pulmonology,Low
0.0,NPIIN0000002547,General Medicine,Low
0.0,NPIIN0000002548,Cardiology,Low
0.0,NPIIN0000002549,Cardiology,Low
0.0,NPIIN0000002550,Cardiology,Low
0.0,NPIIN0000002551,Diabetology,Low
0.0,NPIIN0000002552,Cardiology,Low
81.1,NPIIN0000002553,General Medicine,Low
0.0,NPIIN0000002554,Dermatology,Low
0.4,NPIIN0000002555,Pulmonology,Low
0.0,NPIIN0000002556,Neurology,Low
0.0,NPIIN0000002557,Cardiology,Low
0.0,NPIIN0000002558,Dermatology,Low
65.6,NPIIN0000002559,Endocrinology,Low
46.1,NPIIN0000002560,Diabetology,Medium
0.0,NPIIN0000002561,General Medicine,Low
0.0,NPIIN0000002562,Urology,Low
0.0,NPIIN0000002563,Orthopedics,Low
0.0,NPIIN0000002564,Gastroenterology,Low
0.5,NPIIN0000002565,Gastroenterology,Low
24.6,NPIIN0000002566,General Medicine,Low
0.0,NPIIN0000002567,Neurology,Low
0.0,NPIIN0000002568,Endocrinology,Low
87.0,NPIIN0000002569,Diabetology,Medium
13.2,NPIIN0000002570,Orthopedics,Low
0.0,NPIIN0000002571,Orthopedics,Low
0.8,NPIIN0000002572,Diabetology,Low
80.9,NPIIN0000002573,Diabetology,Low
66.8,NPIIN0000002574,Endocrinology,Low
0.7,NPIIN0000002575,General Medicine,Low
68.8,NPIIN0000002576,Endocrinology,Low
0.5,NPIIN0000002577,Neurology,Low
0.0,NPIIN0000002578,Cardiology,Low
0.0,NPIIN0000002579,Cardiology,Low
68.8,NPIIN0000002580,Diabetology,Low
6.8,NPIIN0000002581,Gastroenterology,Low
67.1,NPIIN0000002582,Diabetology,Low
50.2,NPIIN0000002583,General Medicine,Low
0.0,NPIIN0000002584,Neurology,Low
0.0,NPIIN0000002585,Gastroenterology,Low
78.6,NPIIN0000002586,Diabetology,Low
0.0,NPIIN0000002587,Gastroenterology,Low
0.0,NPIIN0000002588,Diabetology,Low
0.5,NPIIN0000002589,Neurology,Low
82.6,NPIIN0000002590,General Medicine,Low
0.0,NPIIN0000002591,Urology,Low
0.0,NPIIN0000002592,Orthopedics,Low
0.0,NPIIN0000002593,Gastroenterology,Low
0.0,NPIIN0000002594,Urology,Low
0.0,NPIIN0000002595,Cardiology,Low
15.0,NPIIN0000002596,Neurology,Low
4.9,NPIIN0000002597,Endocrinology,Low
76.1,NPIIN0000002598,Diabetology,Low
6.9,NPIIN0000002599,General Medicine,Low
0.0,NPIIN0000002600,Gastroenterology,Low
0.0,NPIIN0000002601,Gastroenterology,Low
0.1,NPIIN0000002602,Urology,Low
0.0,NPIIN0000002603,Pulmonology,Low
0.0,NPIIN0000002604,Urology,Low
0.0,NPIIN0000002605,Urology,Low
0.5,NPIIN0000002606,Dermatology,Low
2.6,NPIIN0000002607,Endocrinology,Low
0.0,NPIIN0000002608,Pulmonology,Low
0.0,NPIIN0000002609,Gastroenterology,Low
0.0,NPIIN0000002610,Orthopedics,Low
0.0,NPIIN0000002611,Cardiology,Low
67.1,NPIIN0000002612,Diabetology,Low
49.1,NPIIN0000002613,General Medicine,Low
38.3,NPIIN0000002614,Diabetology,Low
0.0,NPIIN0000002615,Dermatology,Low
0.0,NPIIN0000002616,Cardiology,Low
0.0,NPIIN0000002617,General Medicine,Low
0.0,NPIIN0000002618,Gastroenterology,Low
0.9,NPIIN0000002619,General Medicine,Low
2.4,NPIIN0000002620,Endocrinology,Low
0.0,NPIIN0000002621,Pulmonology,Low
0.6,NPIIN0000002622,General Medicine,Low
0.0,NPIIN0000002623,Orthopedics,Low
0.0,NPIIN0000002624,Gastroenterology,Low
0.0,NPIIN0000002625,Orthopedics,Low
71.8,NPIIN0000002626,Endocrinology,Low
0.0,NPIIN0000002627,Gastroenterology,Low
0.0,NPIIN0000002628,Pulmonology,Low
0.0,NPIIN0000002629,Gastroenterology,Low
31.1,NPIIN0000002630,General Medicine,Low
0.0,NPIIN0000002631,Endocrinology,Low
0.0,NPIIN0000002632,Cardiology,Low
0.0,NPIIN0000002633,Dermatology,Low
0.1,NPIIN0000002634,Dermatology,Low
46.8,NPIIN0000002635,Endocrinology,Low
0.0,NPIIN0000002636,Neurology,Low
0.0,NPIIN0000002637,Gastroenterology,Low
0.0,NPIIN0000002638,Pulmonology,Low
49.0,NPIIN0000002639,Diabetology,Low
0.0,NPIIN0000002640,Urology,Low
0.0,NPIIN0000002641,Neurology,Low
0.0,NPIIN0000002642,Gastroenterology,Low
0.0,NPIIN0000002643,Neurology,Low
0.0,NPIIN0000002644,Gastroenterology,Low
72.3,NPIIN0000002645,Endocrinology,Low
0.0,NPIIN0000002646,Urology,Low
67.1,NPIIN0000002647,Diabetology,Low
0.0,NPIIN0000002648,Dermatology,Low
0.0,NPIIN0000002649,Urology,Low
5.9,NPIIN0000002650,Neurology,Low
0.1,NPIIN0000002651,Pulmonology,Low
86.8,NPIIN0000002652,Cardiology,Low
0.1,NPIIN0000002653,General Medicine,Low
0.0,NPIIN0000002654,Pulmonology,Low
0.0,NPIIN0000002655,Cardiology,Low
0.0,NPIIN0000002656,Cardiology,Low
0.0,NPIIN0000002657,Orthopedics,Low
0.0,NPIIN0000002658,General Medicine,Low
71.6,NPIIN0000002659,General Medicine,Low
96.1,NPIIN0000002660,Diabetology,Low
0.0,NPIIN0000002661,Neurology,Low
52.0,NPIIN0000002662,General Medicine,Low
0.0,NPIIN0000002663,Dermatology,Low
0.0,NPIIN0000002664,General Medicine,Low
0.0,NPIIN0000002665,Cardiology,Low
0.0,NPIIN0000002666,General Medicine,Low
0.0,NPIIN0000002667,Cardiology,Low
0.4,NPIIN0000002668,Dermatology,Low
0.0,NPIIN0000002669,Cardiology,Low
84.8,NPIIN0000002670,Endocrinology,Medium
0.0,NPIIN0000002671,General Medicine,Low
7.9,NPIIN0000002672,Endocrinology,Low
0.0,NPIIN0000002673,Pulmonology,Low
0.0,NPIIN0000002674,General Medicine,Low
0.0,NPIIN0000002675,Orthopedics,Low
0.0,NPIIN0000002676,Cardiology,Low
0.0,NPIIN0000002677,Pulmonology,Low
0.0,NPIIN0000002678,Gastroenterology,Low
0.0,NPIIN0000002679,Cardiology,Low
0.0,NPIIN0000002680,Neurology,Low
0.0,NPIIN0000002681,Urology,Low
0.0,NPIIN0000002682,Gastroenterology,Low
0.0,NPIIN0000002683,Orthopedics,Low
0.0,NPIIN0000002684,Gastroenterology,Low
0.0,NPIIN0000002685,General Medicine,Low
0.3,NPIIN0000002686,Urology,Low
0.3,NPIIN0000002687,Endocrinology,Low
0.0,NPIIN0000002688,Pulmonology,Low
0.0,NPIIN0000002689,Gastroenterology,Low
0.0,NPIIN0000002690,Urology,Low
0.0,NPIIN0000002691,Urology,Low
0.0,NPIIN0000002692,Cardiology,Low
60.0,NPIIN0000002693,Gastroenterology,Low
1.0,NPIIN0000002694,Endocrinology,Low
0.0,NPIIN0000002695,Gastroenterology,Low
0.0,NPIIN0000002696,Neurology,Low
84.2,NPIIN0000002697,Endocrinology,Low
0.0,NPIIN0000002698,Dermatology,Low
1.4,NPIIN0000002699,General Medicine,Low
0.0,NPIIN0000002700,Pulmonology,Low
0.0,NPIIN0000002701,Orthopedics,Low
0.0,NPIIN0000002702,Neurology,Low
0.0,NPIIN0000002703,Pulmonology,Low
0.0,NPIIN0000002704,Cardiology,Low
61.3,NPIIN0000002705,Endocrinology,Medium
0.0,NPIIN0000002706,Cardiology,Low
0.0,NPIIN0000002707,General Medicine,Low
2.9,NPIIN0000002708,General Medicine,Low
0.0,NPIIN0000002709,Pulmonology,Low
0.0,NPIIN0000002710,Neurology,Low
38.7,NPIIN0000002711,Endocrinology,Low
81.9,NPIIN0000002712,Pulmonology,Low
2.0,NPIIN0000002713,Urology,Low
0.3,NPIIN0000002714,Endocrinology,Low
0.0,NPIIN0000002715,Neurology,Low
0.0,NPIIN0000002716,Cardiology,Low
0.0,NPIIN0000002717,Pulmonology,Low
0.0,NPIIN0000002718,Gastroenterology,Low
0.0,NPIIN0000002719,Cardiology,Low
39.0,NPIIN0000002720,General Medicine,Low
0.0,NPIIN0000002721,Urology,Low
77.3,NPIIN0000002722,Endocrinology,Low
0.0,NPIIN0000002723,Gastroenterology,Low
0.0,NPIIN0000002724,Pulmonology,Low
0.0,NPIIN0000002725,Endocrinology,Low
0.0,NPIIN0000002726,Gastroenterology,Low
0.0,NPIIN0000002727,Pulmonology,Low
0.5,NPIIN0000002728,Cardiology,Low
0.0,NPIIN0000002729,Orthopedics,Low
0.0,NPIIN0000002730,General Medicine,Low
0.0,NPIIN0000002731,Gastroenterology,Low
76.1,NPIIN0000002732,Endocrinology,Low
0.0,NPIIN0000002733,Cardiology,Low
7.4,NPIIN0000002734,Gastroenterology,Low
0.0,NPIIN0000002735,Neurology,Low
47.4,NPIIN0000002736,Diabetology,Low
0.0,NPIIN0000002737,Gastroenterology,Low
84.8,NPIIN0000002738,General Medicine,Low
0.0,NPIIN0000002739,General Medicine,Low
5.4,NPIIN0000002740,Gastroenterology,Low
0.0,NPIIN0000002741,Pulmonology,Low
0.0,NPIIN0000002742,General Medicine,Low
0.0,NPIIN0000002743,Gastroenterology,Low
0.0,NPIIN0000002744,Pulmonology,Low
0.0,NPIIN0000002745,Orthopedics,Low
72.5,NPIIN0000002746,Dermatology,Low
82.1,NPIIN0000002747,General Medicine,Low
4.6,NPIIN0000002748,General Medicine,Low
0.0,NPIIN0000002749,Orthopedics,Low
0.0,NPIIN0000002750,Urology,Low
0.3,NPIIN0000002751,Endocrinology,Low
60.2,NPIIN0000002752,Diabetology,Low
0.0,NPIIN0000002753,General Medicine,Low
1.4,NPIIN0000002754,Urology,Low
0.0,NPIIN0000002755,Urology,Low
0.0,NPIIN0000002756,Dermatology,Low
0.3,NPIIN0000002757,Diabetology,Low
0.0,NPIIN0000002758,Urology,Low
0.0,NPIIN0000002759,Cardiology,Low
0.0,NPIIN0000002760,General Medicine,Low
0.4,NPIIN0000002761,General Medicine,Low
0.1,NPIIN0000002762,Pulmonology,Low
0.3,NPIIN0000002763,Pulmonology,Low
52.4,NPIIN0000002764,Endocrinology,Low
66.5,NPIIN0000002765,Endocrinology,Low
0.0,NPIIN0000002766,Dermatology,Low
0.0,NPIIN0000002767,Cardiology,Low
69.4,NPIIN0000002768,General Medicine,Low
90.3,NPIIN0000002769,Endocrinology,Low
5.8,NPIIN0000002770,Diabetology,Low
46.8,NPIIN0000002771,Diabetology,Low
0.0,NPIIN0000002772,Neurology,Low
7.1,NPIIN0000002773,General Medicine,Low
24.5,NPIIN0000002774,Diabetology,Low
0.0,NPIIN0000002775,Dermatology,Low
82.2,NPIIN0000002776,Cardiology,Low
0.0,NPIIN0000002777,Gastroenterology,Low
47.7,NPIIN0000002778,Diabetology,Low
0.0,NPIIN0000002779,Urology,Low
0.0,NPIIN0000002780,Cardiology,Low
0.0,NPIIN0000002781,Pulmonology,Low
0.0,NPIIN0000002782,Pulmonology,Low
0.0,NPIIN0000002783,Pulmonology,Low
0.0,NPIIN0000002784,Dermatology,Low
0.0,NPIIN0000002785,Cardiology,Low
1.5,NPIIN0000002786,General Medicine,Low
27.7,NPIIN0000002787,Urology,Low
0.0,NPIIN0000002788,Urology,Low
0.0,NPIIN0000002789,General Medicine,Low
0.0,NPIIN0000002790,Pulmonology,Low
0.0,NPIIN0000002791,Gastroenterology,Low
0.0,NPIIN0000002792,Gastroenterology,Low
0.0,NPIIN0000002793,Urology,Low
0.0,NPIIN0000002794,Dermatology,Low
0.0,NPIIN0000002795,General Medicine,Low
84.6,NPIIN0000002796,Neurology,Low
0.0,NPIIN0000002797,General Medicine,Low
0.5,NPIIN0000002798,Cardiology,Low
0.0,NPIIN0000002799,Dermatology,Low
0.0,NPIIN0000002800,Pulmonology,Low
0.0,NPIIN0000002801,Cardiology,Low
0.0,NPIIN0000002802,Neurology,Low
0.0,NPIIN0000002803,Diabetology,Low
0.0,NPIIN0000002804,Cardiology,Low
0.0,NPIIN0000002805,Pulmonology,Low
0.0,NPIIN0000002806,Gastroenterology,Low
0.0,NPIIN0000002807,General Medicine,Low
0.0,NPIIN0000002808,Cardiology,Low
0.0,NPIIN0000002809,Pulmonology,Low
0.0,NPIIN0000002810,Cardiology,Low
46.0,NPIIN0000002811,Urology,Low
39.3,NPIIN0000002812,Diabetology,Low
0.0,NPIIN0000002813,Urology,Low
0.0,NPIIN0000002814,Cardiology,Low
0.0,NPIIN0000002815,Cardiology,Low
7.8,NPIIN0000002816,General Medicine,Low
0.0,NPIIN0000002817,Gastroenterology,Low
0.0,NPIIN0000002818,Orthopedics,Low
0.0,NPIIN0000002819,General Medicine,Low
0.0,NPIIN0000002820,General Medicine,Low
0.0,NPIIN0000002821,Cardiology,Low
0.0,NPIIN0000002822,Pulmonology,Low
0.0,NPIIN0000002823,General Medicine,Low
0.0,NPIIN0000002824,Urology,Low
0.0,NPIIN0000002825,General Medicine,Low
85.4,NPIIN0000002826,Gastroenterology,Low
0.0,NPIIN0000002827,Dermatology,Low
0.0,NPIIN0000002828,Cardiology,Low
0.0,NPIIN0000002829,General Medicine,Low
0.0,NPIIN0000002830,Urology,Low
0.0,NPIIN0000002831,General Medicine,Low
0.0,NPIIN0000002832,Pulmonology,Low
0.0,NPIIN0000002833,Urology,Low
0.3,NPIIN0000002834,Endocrinology,Low
0.0,NPIIN0000002835,Urology,Low
0.3,NPIIN0000002836,General Medicine,Low
0.0,NPIIN0000002837,Pulmonology,Low
86.6,NPIIN0000002838,Diabetology,Low
75.0,NPIIN0000002839,General Medicine,Low
0.9,NPIIN0000002840,Cardiology,Low
0.0,NPIIN0000002841,Cardiology,Low
6.9,NPIIN0000002842,General Medicine,Low
0.3,NPIIN0000002843,General Medicine,Low
0.0,NPIIN0000002844,Pulmonology,Low
0.0,NPIIN0000002845,Cardiology,Low
