Prscrbr_NPI,Prscrbr_Last_Org_Name,Prscrbr_First_Name,Prscrbr_City,Prscrbr_District,Prscrbr_State_Abrvtn,Prscrbr_State_FIPS,Prscrbr_Type,Prscrbr_Type_Src,Specialty,Locality
NPIIN1000001732,Rajan,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,T Nagar
NPIIN1000001733,Kumar,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Adyar
NPIIN1000001734,Reddy,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Kodambakkam
NPIIN1000001735,Krishnan,Meena,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Mylapore
NPIIN1000001736,Menon,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Mogappair
NPIIN1000001737,Narayanan,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,T Nagar
NPIIN1000001738,Subramanian,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Thiruvanmiyur
NPIIN1000001739,Subramanian,Rajesh,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Pulmonology,Mogappair
NPIIN1000001740,Narayanan,Meena,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Urology,Kodambakkam
NPIIN1000001741,Subramanian,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Royapettah
NPIIN1000001742,Murugan,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Guindy
NPIIN1000001743,Narayanan,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Guindy
NPIIN1000001744,Narayanan,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Egmore
NPIIN1000001745,Reddy,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Perambur
NPIIN1000001746,Sharma,Deepa,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Pulmonology,Tambaram
NPIIN1000001747,Subramanian,Meena,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Orthopedics,Velachery
NPIIN1000001748,Krishnan,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Ambattur
NPIIN1000001749,Murugan,Nandhini,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Neurology,Kodambakkam
NPIIN1000001750,Menon,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Kodambakkam
NPIIN1000001751,Murugan,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Velachery
NPIIN1000001752,Subramanian,Divya,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,General Medicine,Chromepet
NPIIN1000001753,Reddy,Swetha,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Urology,Perambur
NPIIN1000001754,Rajan,Lakshmi,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Cardiology,Porur
NPIIN1000001755,Rajan,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,T Nagar
NPIIN1000001756,Subramanian,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Sholinganallur
NPIIN1000001757,Reddy,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Porur
NPIIN1000001758,Narayanan,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Thiruvanmiyur
NPIIN1000001759,Kumar,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Chromepet
NPIIN1000001760,Rajan,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Adyar
NPIIN1000001761,Murugan,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Sholinganallur
NPIIN1000001762,Reddy,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Alandur
NPIIN1000001763,Menon,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Guindy
NPIIN1000001764,Iyer,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Velachery
NPIIN1000001765,Rajan,Arun,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Orthopedics,Royapettah
NPIIN1000001766,Krishnan,Suresh,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,General Medicine,Chromepet
NPIIN1000001767,Reddy,Sathish,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Psychiatry,Anna Nagar
NPIIN1000001768,Sharma,Suresh,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Endocrinology,Perambur
NPIIN1000001769,Subramanian,Prakash,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Orthopedics,Egmore
NPIIN1000001770,Murugan,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Kodambakkam
NPIIN1000001771,Krishnan,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Porur
NPIIN1000001772,Murugan,Deepa,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Endocrinology,Tambaram
NPIIN1000001773,Murugan,Suresh,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Cardiology,Velachery
NPIIN1000001774,Rajan,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Sholinganallur
NPIIN1000001775,Rajan,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Royapettah
NPIIN1000001776,Narayanan,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Pallavaram
NPIIN1000001777,Iyer,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Thiruvanmiyur
NPIIN1000001778,Rajan,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Tambaram
NPIIN1000001779,Murugan,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,T Nagar
NPIIN1000001780,Iyer,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Egmore
NPIIN1000001781,Reddy,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Nungambakkam
NPIIN1000001782,Rajan,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Sholinganallur
NPIIN1000001783,Narayanan,Vijay,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Cardiology,Nungambakkam
NPIIN1000001784,Menon,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Porur
NPIIN1000001785,Narayanan,Anitha,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Pediatrics,Thiruvanmiyur
NPIIN1000001786,Rajan,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Adyar
NPIIN1000001787,Iyer,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Adyar
NPIIN1000001788,Subramanian,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Anna Nagar
NPIIN1000001789,Menon,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Perambur
NPIIN1000001790,Narayanan,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Thiruvanmiyur
NPIIN1000001791,Narayanan,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Sholinganallur
NPIIN1000001792,Narayanan,Hari,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Pediatrics,Sholinganallur
NPIIN1000001793,Iyer,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Tambaram
NPIIN1000001794,Kumar,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Adyar
NPIIN1000001795,Rajan,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Egmore
NPIIN1000001796,Krishnan,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Ambattur
NPIIN1000001797,Subramanian,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Egmore
NPIIN1000001798,Murugan,Rajesh,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Psychiatry,Pallavaram
NPIIN1000001799,Reddy,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Chromepet
NPIIN1000001800,Krishnan,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Anna Nagar
NPIIN1000001801,Murugan,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Guindy
NPIIN1000001802,Iyer,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Anna Nagar
NPIIN1000001803,Rajan,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Nungambakkam
NPIIN1000001804,Krishnan,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,T Nagar
NPIIN1000001805,Narayanan,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Pallavaram
NPIIN1000001806,Iyer,Kavya,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Neurology,Ambattur
NPIIN1000001807,Sharma,Meena,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Pediatrics,T Nagar
NPIIN1000001808,Subramanian,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Mylapore
NPIIN1000001809,Rajan,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Egmore
NPIIN1000001810,Krishnan,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Egmore
NPIIN1000001811,Narayanan,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Sholinganallur
NPIIN1000001812,Narayanan,Meena,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Nungambakkam
NPIIN1000001813,Murugan,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Thiruvanmiyur
NPIIN1000001814,Sharma,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Tambaram
NPIIN1000001815,Subramanian,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Kodambakkam
NPIIN1000001816,Narayanan,Meena,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Dermatology,Anna Nagar
NPIIN1000001817,Murugan,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Alandur
NPIIN1000001818,Sharma,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Alandur
NPIIN1000001819,Murugan,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Mylapore
NPIIN1000001820,Murugan,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Alandur
NPIIN1000001821,Menon,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Velachery
NPIIN1000001822,Murugan,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Thiruvanmiyur
NPIIN1000001823,Sharma,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Guindy
NPIIN1000001824,Iyer,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Perambur
NPIIN1000001825,Krishnan,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Kodambakkam
NPIIN1000001826,Rajan,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Nungambakkam
NPIIN1000001827,Iyer,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Ambattur
NPIIN1000001828,Murugan,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Alandur
NPIIN1000001829,Rajan,Meena,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Pulmonology,Anna Nagar
NPIIN1000001830,Menon,Arun,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Psychiatry,Velachery
NPIIN1000001831,Subramanian,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Nungambakkam
NPIIN1000001832,Menon,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Velachery
NPIIN1000001833,Narayanan,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Royapettah
NPIIN1000001834,Rajan,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Mylapore
NPIIN1000001835,Iyer,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Porur
NPIIN1000001836,Rajan,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Royapettah
NPIIN1000001837,Narayanan,Deepa,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Endocrinology,Kodambakkam
NPIIN1000001838,Subramanian,Divya,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Orthopedics,Guindy
NPIIN1000001839,Subramanian,Meena,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Guindy
NPIIN1000001840,Reddy,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Velachery
NPIIN1000001841,Sharma,Kavya,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Pediatrics,Chromepet
NPIIN1000001842,Kumar,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Pallavaram
NPIIN1000001843,Kumar,Vijay,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Psychiatry,Chromepet
NPIIN1000001844,Kumar,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Tambaram
NPIIN1000001845,Rajan,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Tambaram
NPIIN1000001846,Iyer,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Adyar
NPIIN1000001847,Iyer,Kavya,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Dermatology,Velachery
NPIIN1000001848,Subramanian,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Velachery
NPIIN1000001849,Menon,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Mylapore
NPIIN1000001850,Murugan,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Adyar
NPIIN1000001851,Reddy,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Egmore
NPIIN1000001852,Rajan,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Mylapore
NPIIN1000001853,Krishnan,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Kodambakkam
NPIIN1000001854,Krishnan,Rajesh,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Neurology,Chromepet
NPIIN1000001855,Krishnan,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Mogappair
NPIIN1000001856,Reddy,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,T Nagar
NPIIN1000001857,Kumar,Suresh,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Psychiatry,Mylapore
NPIIN1000001858,Kumar,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Guindy
NPIIN1000001859,Sharma,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Thiruvanmiyur
NPIIN1000001860,Rajan,Arun,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Neurology,Anna Nagar
NPIIN1000001861,Menon,Hari,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Neurology,T Nagar
NPIIN1000001862,Kumar,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Nungambakkam
NPIIN1000001863,Sharma,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Alandur
NPIIN1000001864,Subramanian,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Porur
NPIIN1000001865,Reddy,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Velachery
NPIIN1000001866,Menon,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,T Nagar
NPIIN1000001867,Subramanian,Meena,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Egmore
NPIIN1000001868,Sharma,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Thiruvanmiyur
NPIIN1000001869,Reddy,Sathish,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Endocrinology,Pallavaram
NPIIN1000001870,Iyer,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Nungambakkam
NPIIN1000001871,Iyer,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Velachery
NPIIN1000001872,Subramanian,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Tambaram
NPIIN1000001873,Reddy,Nandhini,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Pulmonology,Velachery
NPIIN1000001874,Menon,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Chromepet
NPIIN1000001875,Krishnan,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Chromepet
NPIIN1000001876,Krishnan,Karthik,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Diabetology,Chromepet
NPIIN1000001877,Reddy,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Ambattur
NPIIN1000001878,Subramanian,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Mogappair
NPIIN1000001879,Krishnan,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Ambattur
NPIIN1000001880,Kumar,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Guindy
NPIIN1000001881,Subramanian,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Adyar
NPIIN1000001882,Murugan,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Thiruvanmiyur
NPIIN1000001883,Krishnan,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Guindy
NPIIN1000001884,Reddy,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Guindy
NPIIN1000001885,Iyer,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Velachery
NPIIN1000001886,Subramanian,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Tambaram
NPIIN1000001887,Krishnan,Meena,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Perambur
NPIIN1000001888,Iyer,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Mylapore
NPIIN1000001889,Sharma,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Perambur
NPIIN1000001890,Murugan,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Ambattur
NPIIN1000001891,Sharma,Rajesh,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Pulmonology,Mylapore
NPIIN1000001892,Subramanian,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Alandur
NPIIN1000001893,Krishnan,Meena,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Guindy
NPIIN1000001894,Menon,Meena,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Cardiology,Nungambakkam
NPIIN1000001895,Reddy,Priya,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Urology,Perambur
NPIIN1000001896,Narayanan,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Anna Nagar
NPIIN1000001897,Sharma,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Sholinganallur
NPIIN1000001898,Narayanan,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Adyar
NPIIN1000001899,Menon,Divya,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,General Medicine,Velachery
NPIIN1000001900,Subramanian,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Perambur
NPIIN1000001901,Narayanan,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Adyar
NPIIN1000001902,Murugan,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Tambaram
NPIIN1000001903,Menon,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Perambur
NPIIN1000001904,Menon,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Kodambakkam
NPIIN1000001905,Menon,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Mogappair
NPIIN1000001906,Menon,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Adyar
NPIIN1000001907,Menon,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Royapettah
NPIIN1000001908,Sharma,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Mylapore
NPIIN1000001909,Menon,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Royapettah
NPIIN1000001910,Menon,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Royapettah
NPIIN1000001911,Menon,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Mylapore
NPIIN1000001912,Murugan,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Mylapore
NPIIN1000001913,Subramanian,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Royapettah
NPIIN1000001914,Rajan,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Velachery
NPIIN1000001915,Rajan,Prakash,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Diabetology,Mylapore
NPIIN1000001916,Sharma,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Egmore
NPIIN1000001917,Menon,Ravi,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Diabetology,Mogappair
NPIIN1000001918,Sharma,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Adyar
NPIIN1000001919,Subramanian,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Adyar
NPIIN1000001920,Rajan,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Pallavaram
NPIIN1000001921,Narayanan,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Pallavaram
NPIIN1000001922,Kumar,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Kodambakkam
NPIIN1000001923,Menon,Divya,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Psychiatry,Sholinganallur
NPIIN1000001924,Rajan,Rajesh,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Endocrinology,Alandur
NPIIN1000001925,Sharma,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Alandur
NPIIN1000001926,Narayanan,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Alandur
NPIIN1000001927,Krishnan,Meena,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Mylapore
NPIIN1000001928,Kumar,Prakash,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,ENT,Mylapore
