HCP_ID,HCP_Name,Specialty,City,Locality,Zone
NPIIN0000000853,HCP_00853,Endocrinology,Chennai,Guindy,South Chennai
NPIIN0000000854,HCP_00854,Diabetology,Chennai,Velachery,South Chennai
NPIIN0000000855,HCP_00855,Orthopedics,Chennai,Anna Nagar,Central Chennai
NPIIN0000000856,HCP_00856,Neurology,Chennai,Washermenpet,North Chennai
NPIIN0000000857,HCP_00857,Cardiology,Chennai,Guindy,South Chennai
NPIIN0000000858,HCP_00858,Cardiology,Chennai,Sholinganallur,South Chennai
NPIIN0000000859,HCP_00859,Gastroenterology,Chennai,Ambattur,North Chennai
NPIIN0000000860,HCP_00860,Pulmonology,Chennai,Madhavaram,North Chennai
NPIIN0000000861,HCP_00861,Pulmonology,Chennai,Guindy,South Chennai
NPIIN0000000862,HCP_00862,Urology,Chennai,Porur,South Chennai
NPIIN0000000863,HCP_00863,Diabetology,Chennai,Sholinganallur,South Chennai
NPIIN0000000864,HCP_00864,Endocrinology,Chennai,Perambur,North Chennai
NPIIN0000000865,HCP_00865,Pulmonology,Chennai,Kilpauk,Central Chennai
NPIIN0000000866,HCP_00866,Urology,Chennai,Porur,South Chennai
NPIIN0000000867,HCP_00867,Diabetology,Chennai,Tambaram,South Chennai
NPIIN0000000868,HCP_00868,Neurology,Chennai,Adyar,South Chennai
NPIIN0000000869,HCP_00869,Endocrinology,Chennai,Kilpauk,Central Chennai
NPIIN0000000870,HCP_00870,Endocrinology,Chennai,T Nagar,Central Chennai
NPIIN0000000871,HCP_00871,Urology,Chennai,Porur,South Chennai
NPIIN0000000872,HCP_00872,Cardiology,Chennai,Egmore,Central Chennai
NPIIN0000000873,HCP_00873,Cardiology,Chennai,Guindy,South Chennai
NPIIN0000000874,HCP_00874,Gastroenterology,Chennai,Washermenpet,North Chennai
NPIIN0000000875,HCP_00875,General Medicine,Chennai,Velachery,South Chennai
NPIIN0000000876,HCP_00876,General Medicine,Chennai,Adyar,South Chennai
NPIIN0000000877,HCP_00877,Dermatology,Chennai,Perambur,North Chennai
NPIIN0000000878,HCP_00878,Endocrinology,Chennai,Kilpauk,Central Chennai
NPIIN0000000879,HCP_00879,Neurology,Chennai,Ambattur,North Chennai
NPIIN0000000880,HCP_00880,Diabetology,Chennai,Perambur,North Chennai
NPIIN0000000881,HCP_00881,Cardiology,Chennai,Washermenpet,North Chennai
NPIIN0000000882,HCP_00882,Neurology,Chennai,Washermenpet,North Chennai
NPIIN0000000883,HCP_00883,Diabetology,Chennai,Sholinganallur,South Chennai
NPIIN0000000884,HCP_00884,Urology,Chennai,Ambattur,North Chennai
NPIIN0000000885,HCP_00885,Urology,Chennai,Mylapore,Central Chennai
NPIIN0000000886,HCP_00886,Dermatology,Chennai,Perambur,North Chennai
NPIIN0000000887,HCP_00887,Diabetology,Chennai,Ambattur,North Chennai
NPIIN0000000888,HCP_00888,Endocrinology,Chennai,Anna Nagar,Central Chennai
NPIIN0000000889,HCP_00889,Urology,Chennai,Mylapore,Central Chennai
NPIIN0000000890,HCP_00890,General Medicine,Chennai,Tambaram,South Chennai
NPIIN0000000891,HCP_00891,Neurology,Chennai,Kilpauk,Central Chennai
NPIIN0000000892,HCP_00892,Dermatology,Chennai,Porur,South Chennai
NPIIN0000000893,HCP_00893,Diabetology,Chennai,Mylapore,Central Chennai
NPIIN0000000894,HCP_00894,Cardiology,Chennai,Kilpauk,Central Chennai
NPIIN0000000895,HCP_00895,Pulmonology,Chennai,Sholinganallur,South Chennai
NPIIN0000000896,HCP_00896,Pulmonology,Chennai,Sholinganallur,South Chennai
NPIIN0000000897,HCP_00897,Diabetology,Chennai,Egmore,Central Chennai
NPIIN0000000898,HCP_00898,Pulmonology,Chennai,Kilpauk,Central Chennai
NPIIN0000000899,HCP_00899,Dermatology,Chennai,Kilpauk,Central Chennai
NPIIN0000000900,HCP_00900,General Medicine,Chennai,Royapuram,North Chennai
NPIIN0000000901,HCP_00901,Diabetology,Chennai,Washermenpet,North Chennai
NPIIN0000000902,HCP_00902,Gastroenterology,Chennai,Egmore,Central Chennai
NPIIN0000000903,HCP_00903,Gastroenterology,Chennai,T Nagar,Central Chennai
NPIIN0000000904,HCP_00904,Orthopedics,Chennai,Madhavaram,North Chennai
NPIIN0000000905,HCP_00905,Endocrinology,Chennai,Porur,South Chennai
NPIIN0000000906,HCP_00906,Urology,Chennai,Velachery,South Chennai
NPIIN0000000907,HCP_00907,Gastroenterology,Chennai,Madhavaram,North Chennai
NPIIN0000000908,HCP_00908,Neurology,Chennai,Mylapore,Central Chennai
NPIIN0000000909,HCP_00909,Diabetology,Chennai,Egmore,Central Chennai
NPIIN0000000910,HCP_00910,Cardiology,Chennai,Kilpauk,Central Chennai
NPIIN0000000911,HCP_00911,General Medicine,Chennai,Adyar,South Chennai
NPIIN0000000912,HCP_00912,Diabetology,Chennai,Sholinganallur,South Chennai
NPIIN0000000913,HCP_00913,Diabetology,Chennai,Adyar,South Chennai
NPIIN0000000914,HCP_00914,Urology,Chennai,Tambaram,South Chennai
NPIIN0000000915,HCP_00915,Endocrinology,Chennai,Tambaram,South Chennai
NPIIN0000000916,HCP_00916,Orthopedics,Chennai,Guindy,South Chennai
NPIIN0000000917,HCP_00917,General Medicine,Chennai,Anna Nagar,Central Chennai
NPIIN0000000918,HCP_00918,Dermatology,Chennai,Kilpauk,Central Chennai
NPIIN0000000919,HCP_00919,Diabetology,Chennai,Egmore,Central Chennai
NPIIN0000000920,HCP_00920,Neurology,Chennai,Madhavaram,North Chennai
NPIIN0000000921,HCP_00921,Pulmonology,Chennai,Mylapore,Central Chennai
NPIIN0000000922,HCP_00922,Urology,Chennai,Guindy,South Chennai
NPIIN0000000923,HCP_00923,Endocrinology,Chennai,Ambattur,North Chennai
NPIIN0000000924,HCP_00924,Endocrinology,Chennai,Perambur,North Chennai
NPIIN0000000925,HCP_00925,Orthopedics,Chennai,T Nagar,Central Chennai
NPIIN0000000926,HCP_00926,Cardiology,Chennai,Nungambakkam,Central Chennai
NPIIN0000000927,HCP_00927,Neurology,Chennai,Egmore,Central Chennai
NPIIN0000000928,HCP_00928,Cardiology,Chennai,Adyar,South Chennai
NPIIN0000000929,HCP_00929,Cardiology,Chennai,Perambur,North Chennai
NPIIN0000000930,HCP_00930,Pulmonology,Chennai,Adyar,South Chennai
NPIIN0000000931,HCP_00931,Pulmonology,Chennai,Mylapore,Central Chennai
NPIIN0000000932,HCP_00932,Pulmonology,Chennai,Tondiarpet,North Chennai
NPIIN0000000933,HCP_00933,General Medicine,Chennai,Madhavaram,North Chennai
NPIIN0000000934,HCP_00934,Gastroenterology,Chennai,Adyar,South Chennai
NPIIN0000000935,HCP_00935,Orthopedics,Chennai,Tambaram,South Chennai
NPIIN0000000936,HCP_00936,Diabetology,Chennai,Egmore,Central Chennai
NPIIN0000000937,HCP_00937,Diabetology,Chennai,Adyar,South Chennai
NPIIN0000000938,HCP_00938,Diabetology,Chennai,Nungambakkam,Central Chennai
NPIIN0000000939,HCP_00939,Gastroenterology,Chennai,Tambaram,South Chennai
NPIIN0000000940,HCP_00940,General Medicine,Chennai,Kilpauk,Central Chennai
NPIIN0000000941,HCP_00941,Neurology,Chennai,Mylapore,Central Chennai
NPIIN0000000942,HCP_00942,General Medicine,Chennai,Adyar,South Chennai
NPIIN0000000943,HCP_00943,Pulmonology,Chennai,Nungambakkam,Central Chennai
NPIIN0000000944,HCP_00944,Dermatology,Chennai,Royapuram,North Chennai
NPIIN0000000945,HCP_00945,General Medicine,Chennai,Royapuram,North Chennai
NPIIN0000000946,HCP_00946,General Medicine,Chennai,Nungambakkam,Central Chennai
NPIIN0000000947,HCP_00947,Diabetology,Chennai,Guindy,South Chennai
NPIIN0000000948,HCP_00948,General Medicine,Chennai,Guindy,South Chennai
NPIIN0000000949,HCP_00949,Diabetology,Chennai,Porur,South Chennai
NPIIN0000000950,HCP_00950,Dermatology,Chennai,Anna Nagar,Central Chennai
NPIIN0000000951,HCP_00951,General Medicine,Chennai,Ambattur,North Chennai
NPIIN0000000952,HCP_00952,Cardiology,Chennai,Anna Nagar,Central Chennai
NPIIN0000000953,HCP_00953,Endocrinology,Chennai,Anna Nagar,Central Chennai
NPIIN0000000954,HCP_00954,Pulmonology,Chennai,Anna Nagar,Central Chennai
NPIIN0000000955,HCP_00955,Urology,Chennai,Sholinganallur,South Chennai
NPIIN0000000956,HCP_00956,Diabetology,Chennai,Tambaram,South Chennai
NPIIN0000000957,HCP_00957,Diabetology,Chennai,Tambaram,South Chennai
NPIIN0000000958,HCP_00958,General Medicine,Chennai,Madhavaram,North Chennai
NPIIN0000000959,HCP_00959,Orthopedics,Chennai,Tondiarpet,North Chennai
NPIIN0000000960,HCP_00960,Dermatology,Chennai,Ambattur,North Chennai
NPIIN0000000961,HCP_00961,Endocrinology,Chennai,Tondiarpet,North Chennai
NPIIN0000000962,HCP_00962,Pulmonology,Chennai,Royapuram,North Chennai
NPIIN0000000963,HCP_00963,Dermatology,Chennai,Egmore,Central Chennai
NPIIN0000000964,HCP_00964,Gastroenterology,Chennai,Nungambakkam,Central Chennai
NPIIN0000000965,HCP_00965,General Medicine,Chennai,Porur,South Chennai
NPIIN0000000966,HCP_00966,Gastroenterology,Chennai,Ambattur,North Chennai
NPIIN0000000967,HCP_00967,Pulmonology,Chennai,Adyar,South Chennai
NPIIN0000000968,HCP_00968,Endocrinology,Chennai,Mylapore,Central Chennai
NPIIN0000000969,HCP_00969,Cardiology,Chennai,Perambur,North Chennai
NPIIN0000000970,HCP_00970,General Medicine,Chennai,Nungambakkam,Central Chennai
NPIIN0000000971,HCP_00971,Cardiology,Chennai,T Nagar,Central Chennai
NPIIN0000000972,HCP_00972,General Medicine,Chennai,Mylapore,Central Chennai
NPIIN0000000973,HCP_00973,Dermatology,Chennai,Kilpauk,Central Chennai
NPIIN0000000974,HCP_00974,Dermatology,Chennai,Sholinganallur,South Chennai
NPIIN0000000975,HCP_00975,Cardiology,Chennai,Egmore,Central Chennai
NPIIN0000000976,HCP_00976,Cardiology,Chennai,Tondiarpet,North Chennai
NPIIN0000000977,HCP_00977,Neurology,Chennai,Tondiarpet,North Chennai
NPIIN0000000978,HCP_00978,General Medicine,Chennai,Royapuram,North Chennai
NPIIN0000000979,HCP_00979,Endocrinology,Chennai,Tondiarpet,North Chennai
NPIIN0000000980,HCP_00980,Dermatology,Chennai,T Nagar,Central Chennai
NPIIN0000000981,HCP_00981,Endocrinology,Chennai,Sholinganallur,South Chennai
NPIIN0000000982,HCP_00982,Cardiology,Chennai,Guindy,South Chennai
NPIIN0000000983,HCP_00983,Gastroenterology,Chennai,Guindy,South Chennai
NPIIN0000000984,HCP_00984,Pulmonology,Chennai,Perambur,North Chennai
NPIIN0000000985,HCP_00985,General Medicine,Chennai,Nungambakkam,Central Chennai
NPIIN0000000986,HCP_00986,Neurology,Chennai,Porur,South Chennai
NPIIN0000000987,HCP_00987,Urology,Chennai,Kilpauk,Central Chennai
NPIIN0000000988,HCP_00988,Cardiology,Chennai,Nungambakkam,Central Chennai
NPIIN0000000989,HCP_00989,Pulmonology,Chennai,Nungambakkam,Central Chennai
NPIIN0000000990,HCP_00990,Endocrinology,Chennai,Tambaram,South Chennai
NPIIN0000000991,HCP_00991,General Medicine,Chennai,Adyar,South Chennai
NPIIN0000000992,HCP_00992,General Medicine,Chennai,Tambaram,South Chennai
NPIIN0000000993,HCP_00993,General Medicine,Chennai,Adyar,South Chennai
NPIIN0000000994,HCP_00994,Endocrinology,Chennai,Mylapore,Central Chennai
NPIIN0000000995,HCP_00995,Dermatology,Chennai,Porur,South Chennai
NPIIN0000000996,HCP_00996,General Medicine,Chennai,Ambattur,North Chennai
NPIIN0000000997,HCP_00997,Urology,Chennai,Adyar,South Chennai
NPIIN0000000998,HCP_00998,General Medicine,Chennai,Nungambakkam,Central Chennai
NPIIN0000000999,HCP_00999,Dermatology,Chennai,Tambaram,South Chennai
NPIIN0000001000,HCP_01000,Pulmonology,Chennai,Mylapore,Central Chennai
NPIIN0000001001,HCP_01001,General Medicine,Chennai,Mylapore,Central Chennai
NPIIN0000001002,HCP_01002,Neurology,Chennai,Madhavaram,North Chennai
NPIIN0000001003,HCP_01003,Gastroenterology,Chennai,Egmore,Central Chennai
NPIIN0000001004,HCP_01004,General Medicine,Chennai,Anna Nagar,Central Chennai
NPIIN0000001005,HCP_01005,General Medicine,Chennai,Guindy,South Chennai
NPIIN0000001006,HCP_01006,Pulmonology,Chennai,Madhavaram,North Chennai
NPIIN0000001007,HCP_01007,Pulmonology,Chennai,Adyar,South Chennai
NPIIN0000001008,HCP_01008,General Medicine,Chennai,Egmore,Central Chennai
NPIIN0000001009,HCP_01009,Gastroenterology,Chennai,Porur,South Chennai
NPIIN0000001010,HCP_01010,General Medicine,Chennai,Washermenpet,North Chennai
NPIIN0000001011,HCP_01011,General Medicine,Chennai,Guindy,South Chennai
NPIIN0000001012,HCP_01012,Pulmonology,Chennai,Royapuram,North Chennai
NPIIN0000001013,HCP_01013,Orthopedics,Chennai,Royapuram,North Chennai
NPIIN0000001014,HCP_01014,Diabetology,Chennai,Tambaram,South Chennai
NPIIN0000001015,HCP_01015,Endocrinology,Chennai,Nungambakkam,Central Chennai
NPIIN0000001016,HCP_01016,Endocrinology,Chennai,T Nagar,Central Chennai
NPIIN0000001017,HCP_01017,Neurology,Chennai,Velachery,South Chennai
NPIIN0000001018,HCP_01018,General Medicine,Chennai,Sholinganallur,South Chennai
NPIIN0000001019,HCP_01019,General Medicine,Chennai,T Nagar,Central Chennai
NPIIN0000001020,HCP_01020,Endocrinology,Chennai,Washermenpet,North Chennai
NPIIN0000001021,HCP_01021,Urology,Chennai,Porur,South Chennai
NPIIN0000001022,HCP_01022,General Medicine,Chennai,Tambaram,South Chennai
NPIIN0000001023,HCP_01023,Pulmonology,Chennai,Porur,South Chennai
NPIIN0000001024,HCP_01024,Cardiology,Chennai,Madhavaram,North Chennai
NPIIN0000001025,HCP_01025,Cardiology,Chennai,Guindy,South Chennai
NPIIN0000001026,HCP_01026,Cardiology,Chennai,Egmore,Central Chennai
NPIIN0000001027,HCP_01027,General Medicine,Chennai,Velachery,South Chennai
NPIIN0000001028,HCP_01028,General Medicine,Chennai,Madhavaram,North Chennai
NPIIN0000001029,HCP_01029,Diabetology,Chennai,Tambaram,South Chennai
NPIIN0000001030,HCP_01030,General Medicine,Chennai,Madhavaram,North Chennai
NPIIN0000001031,HCP_01031,Cardiology,Chennai,Washermenpet,North Chennai
NPIIN0000001032,HCP_01032,General Medicine,Chennai,Velachery,South Chennai
NPIIN0000001033,HCP_01033,Cardiology,Chennai,Tondiarpet,North Chennai
NPIIN0000001034,HCP_01034,Cardiology,Chennai,Sholinganallur,South Chennai
NPIIN0000001035,HCP_01035,Cardiology,Chennai,Ambattur,North Chennai
NPIIN0000001036,HCP_01036,Neurology,Chennai,Guindy,South Chennai
NPIIN0000001037,HCP_01037,Orthopedics,Chennai,Mylapore,Central Chennai
NPIIN0000001038,HCP_01038,Pulmonology,Chennai,Madhavaram,North Chennai
NPIIN0000001039,HCP_01039,Cardiology,Chennai,Washermenpet,North Chennai
NPIIN0000001040,HCP_01040,Orthopedics,Chennai,Egmore,Central Chennai
NPIIN0000001041,HCP_01041,Orthopedics,Chennai,T Nagar,Central Chennai
NPIIN0000001042,HCP_01042,General Medicine,Chennai,Adyar,South Chennai
NPIIN0000001043,HCP_01043,Cardiology,Chennai,Sholinganallur,South Chennai
NPIIN0000001044,HCP_01044,Gastroenterology,Chennai,Porur,South Chennai
NPIIN0000001045,HCP_01045,Orthopedics,Chennai,T Nagar,Central Chennai
NPIIN0000001046,HCP_01046,Gastroenterology,Chennai,Egmore,Central Chennai
NPIIN0000001047,HCP_01047,Pulmonology,Chennai,Nungambakkam,Central Chennai
NPIIN0000001048,HCP_01048,Pulmonology,Chennai,Sholinganallur,South Chennai
NPIIN0000001049,HCP_01049,Orthopedics,Chennai,Porur,South Chennai
NPIIN0000001050,HCP_01050,Cardiology,Chennai,Kilpauk,Central Chennai
NPIIN0000001051,HCP_01051,Endocrinology,Chennai,Guindy,South Chennai
NPIIN0000001052,HCP_01052,Dermatology,Chennai,Nungambakkam,Central Chennai
NPIIN0000001053,HCP_01053,Endocrinology,Chennai,Nungambakkam,Central Chennai
NPIIN0000001054,HCP_01054,General Medicine,Chennai,Mylapore,Central Chennai
NPIIN0000001055,HCP_01055,Diabetology,Chennai,Kilpauk,Central Chennai
NPIIN0000001056,HCP_01056,Diabetology,Chennai,Guindy,South Chennai
NPIIN0000001057,HCP_01057,Cardiology,Chennai,Adyar,South Chennai
NPIIN0000001058,HCP_01058,Pulmonology,Chennai,Nungambakkam,Central Chennai
NPIIN0000001059,HCP_01059,General Medicine,Chennai,Washermenpet,North Chennai
NPIIN0000001060,HCP_01060,Pulmonology,Chennai,Sholinganallur,South Chennai
NPIIN0000001061,HCP_01061,Diabetology,Chennai,Porur,South Chennai
NPIIN0000001062,HCP_01062,Orthopedics,Chennai,Tondiarpet,North Chennai
NPIIN0000001063,HCP_01063,Pulmonology,Chennai,T Nagar,Central Chennai
NPIIN0000001064,HCP_01064,Orthopedics,Chennai,Porur,South Chennai
NPIIN0000001065,HCP_01065,General Medicine,Chennai,Mylapore,Central Chennai
NPIIN0000001066,HCP_01066,Cardiology,Chennai,Porur,South Chennai
NPIIN0000001067,HCP_01067,Gastroenterology,Chennai,Royapuram,North Chennai
NPIIN0000001068,HCP_01068,Dermatology,Chennai,Sholinganallur,South Chennai
NPIIN0000001069,HCP_01069,Cardiology,Chennai,Mylapore,Central Chennai
NPIIN0000001070,HCP_01070,Pulmonology,Chennai,Tondiarpet,North Chennai
NPIIN0000001071,HCP_01071,Neurology,Chennai,Sholinganallur,South Chennai
NPIIN0000001072,HCP_01072,Endocrinology,Chennai,Ambattur,North Chennai
NPIIN0000001073,HCP_01073,Pulmonology,Chennai,Washermenpet,North Chennai
NPIIN0000001074,HCP_01074,Diabetology,Chennai,Guindy,South Chennai
NPIIN0000001075,HCP_01075,Cardiology,Chennai,Adyar,South Chennai
NPIIN0000001076,HCP_01076,Urology,Chennai,Nungambakkam,Central Chennai
NPIIN0000001077,HCP_01077,General Medicine,Chennai,Perambur,North Chennai
NPIIN0000001078,HCP_01078,Gastroenterology,Chennai,Ambattur,North Chennai
NPIIN0000001079,HCP_01079,Gastroenterology,Chennai,Adyar,South Chennai
NPIIN0000001080,HCP_01080,Orthopedics,Chennai,Kilpauk,Central Chennai
NPIIN0000001081,HCP_01081,General Medicine,Chennai,Egmore,Central Chennai
NPIIN0000001082,HCP_01082,General Medicine,Chennai,Velachery,South Chennai
NPIIN0000001083,HCP_01083,Diabetology,Chennai,Adyar,South Chennai
NPIIN0000001084,HCP_01084,Pulmonology,Chennai,Porur,South Chennai
NPIIN0000001085,HCP_01085,General Medicine,Chennai,Adyar,South Chennai
NPIIN0000001086,HCP_01086,Gastroenterology,Chennai,Porur,South Chennai
NPIIN0000001087,HCP_01087,General Medicine,Chennai,Guindy,South Chennai
NPIIN0000001088,HCP_01088,Cardiology,Chennai,Porur,South Chennai
NPIIN0000001089,HCP_01089,Urology,Chennai,Tondiarpet,North Chennai
NPIIN0000001090,HCP_01090,Dermatology,Chennai,Tondiarpet,North Chennai
NPIIN0000001091,HCP_01091,General Medicine,Chennai,T Nagar,Central Chennai
NPIIN0000001092,HCP_01092,Neurology,Chennai,Tambaram,South Chennai
NPIIN0000001093,HCP_01093,General Medicine,Chennai,Kilpauk,Central Chennai
NPIIN0000001094,HCP_01094,Gastroenterology,Chennai,T Nagar,Central Chennai
NPIIN0000001095,HCP_01095,General Medicine,Chennai,Washermenpet,North Chennai
NPIIN0000001096,HCP_01096,Pulmonology,Chennai,Ambattur,North Chennai
NPIIN0000001097,HCP_01097,Cardiology,Chennai,Nungambakkam,Central Chennai
NPIIN0000001098,HCP_01098,Endocrinology,Chennai,Tambaram,South Chennai
NPIIN0000001099,HCP_01099,Gastroenterology,Chennai,Guindy,South Chennai
NPIIN0000001100,HCP_01100,General Medicine,Chennai,Egmore,Central Chennai
NPIIN0000001101,HCP_01101,Cardiology,Chennai,Anna Nagar,Central Chennai
NPIIN0000001102,HCP_01102,Endocrinology,Chennai,T Nagar,Central Chennai
NPIIN0000001103,HCP_01103,General Medicine,Chennai,Tambaram,South Chennai
NPIIN0000001104,HCP_01104,Gastroenterology,Chennai,Adyar,South Chennai
NPIIN0000001105,HCP_01105,General Medicine,Chennai,Nungambakkam,Central Chennai
NPIIN0000001106,HCP_01106,Gastroenterology,Chennai,Sholinganallur,South Chennai
NPIIN0000001107,HCP_01107,Dermatology,Chennai,Egmore,Central Chennai
NPIIN0000001108,HCP_01108,General Medicine,Chennai,Perambur,North Chennai
NPIIN0000001109,HCP_01109,Dermatology,Chennai,Sholinganallur,South Chennai
NPIIN0000001110,HCP_01110,Cardiology,Chennai,Egmore,Central Chennai
NPIIN0000001111,HCP_01111,General Medicine,Chennai,Egmore,Central Chennai
NPIIN0000001112,HCP_01112,Cardiology,Chennai,Madhavaram,North Chennai
NPIIN0000001113,HCP_01113,Cardiology,Chennai,Perambur,North Chennai
NPIIN0000001114,HCP_01114,Cardiology,Chennai,Adyar,South Chennai
NPIIN0000001115,HCP_01115,Cardiology,Chennai,Guindy,South Chennai
NPIIN0000001116,HCP_01116,Dermatology,Chennai,T Nagar,Central Chennai
NPIIN0000001117,HCP_01117,Pulmonology,Chennai,Mylapore,Central Chennai
NPIIN0000001118,HCP_01118,Orthopedics,Chennai,Sholinganallur,South Chennai
NPIIN0000001119,HCP_01119,Pulmonology,Chennai,Egmore,Central Chennai
NPIIN0000001120,HCP_01120,Pulmonology,Chennai,Velachery,South Chennai
NPIIN0000001121,HCP_01121,Endocrinology,Chennai,Guindy,South Chennai
NPIIN0000001122,HCP_01122,Pulmonology,Chennai,Anna Nagar,Central Chennai
NPIIN0000001123,HCP_01123,General Medicine,Chennai,Velachery,South Chennai
NPIIN0000001124,HCP_01124,Orthopedics,Chennai,Mylapore,Central Chennai
NPIIN0000001125,HCP_01125,Orthopedics,Chennai,Washermenpet,North Chennai
NPIIN0000001126,HCP_01126,Endocrinology,Chennai,Tondiarpet,North Chennai
NPIIN0000001127,HCP_01127,Pulmonology,Chennai,Madhavaram,North Chennai
NPIIN0000001128,HCP_01128,Neurology,Chennai,Sholinganallur,South Chennai
NPIIN0000001129,HCP_01129,Pulmonology,Chennai,Adyar,South Chennai
NPIIN0000001130,HCP_01130,Cardiology,Chennai,Guindy,South Chennai
NPIIN0000001131,HCP_01131,Neurology,Chennai,Guindy,South Chennai
NPIIN0000001132,HCP_01132,Dermatology,Chennai,Perambur,North Chennai
NPIIN0000001133,HCP_01133,General Medicine,Chennai,Egmore,Central Chennai
NPIIN0000001134,HCP_01134,General Medicine,Chennai,Guindy,South Chennai
NPIIN0000001135,HCP_01135,Cardiology,Chennai,Tambaram,South Chennai
NPIIN0000001136,HCP_01136,Orthopedics,Chennai,Anna Nagar,Central Chennai
NPIIN0000001137,HCP_01137,Cardiology,Chennai,Washermenpet,North Chennai
NPIIN0000001138,HCP_01138,Endocrinology,Chennai,Ambattur,North Chennai
NPIIN0000001139,HCP_01139,Diabetology,Chennai,Nungambakkam,Central Chennai
NPIIN0000001140,HCP_01140,Dermatology,Chennai,Tambaram,South Chennai
NPIIN0000001141,HCP_01141,Neurology,Chennai,Tondiarpet,North Chennai
NPIIN0000001142,HCP_01142,Cardiology,Chennai,Guindy,South Chennai
NPIIN0000001143,HCP_01143,Endocrinology,Chennai,Adyar,South Chennai
NPIIN0000001144,HCP_01144,Gastroenterology,Chennai,Adyar,South Chennai
NPIIN0000001145,HCP_01145,General Medicine,Chennai,Madhavaram,North Chennai
NPIIN0000001146,HCP_01146,Cardiology,Chennai,Egmore,Central Chennai
NPIIN0000001147,HCP_01147,Orthopedics,Chennai,Porur,South Chennai
NPIIN0000001148,HCP_01148,Endocrinology,Chennai,Porur,South Chennai
NPIIN0000001149,HCP_01149,General Medicine,Chennai,Royapuram,North Chennai
NPIIN0000001150,HCP_01150,Diabetology,Chennai,Velachery,South Chennai
NPIIN0000001151,HCP_01151,Gastroenterology,Chennai,Anna Nagar,Central Chennai
NPIIN0000001152,HCP_01152,Gastroenterology,Chennai,Adyar,South Chennai
NPIIN0000001153,HCP_01153,General Medicine,Chennai,Mylapore,Central Chennai
NPIIN0000001154,HCP_01154,Neurology,Chennai,Nungambakkam,Central Chennai
NPIIN0000001155,HCP_01155,Urology,Chennai,Madhavaram,North Chennai
NPIIN0000001156,HCP_01156,Dermatology,Chennai,Mylapore,Central Chennai
NPIIN0000001157,HCP_01157,General Medicine,Chennai,Nungambakkam,Central Chennai
NPIIN0000001158,HCP_01158,General Medicine,Chennai,Mylapore,Central Chennai
NPIIN0000001159,HCP_01159,Urology,Chennai,Perambur,North Chennai
NPIIN0000001160,HCP_01160,Cardiology,Chennai,Tambaram,South Chennai
NPIIN0000001161,HCP_01161,Cardiology,Chennai,Kilpauk,Central Chennai
NPIIN0000001162,HCP_01162,Endocrinology,Chennai,Guindy,South Chennai
NPIIN0000001163,HCP_01163,Dermatology,Chennai,Guindy,South Chennai
NPIIN0000001164,HCP_01164,Endocrinology,Chennai,T Nagar,Central Chennai
NPIIN0000001165,HCP_01165,Diabetology,Chennai,Anna Nagar,Central Chennai
NPIIN0000001166,HCP_01166,Pulmonology,Chennai,Tambaram,South Chennai
NPIIN0000001167,HCP_01167,Endocrinology,Chennai,Porur,South Chennai
NPIIN0000001168,HCP_01168,Diabetology,Chennai,Madhavaram,North Chennai
NPIIN0000001169,HCP_01169,General Medicine,Chennai,Velachery,South Chennai
NPIIN0000001170,HCP_01170,Endocrinology,Chennai,Anna Nagar,Central Chennai
NPIIN0000001171,HCP_01171,Orthopedics,Chennai,Washermenpet,North Chennai
NPIIN0000001172,HCP_01172,Endocrinology,Chennai,Sholinganallur,South Chennai
NPIIN0000001173,HCP_01173,Dermatology,Chennai,Mylapore,Central Chennai
NPIIN0000001174,HCP_01174,General Medicine,Chennai,Velachery,South Chennai
NPIIN0000001175,HCP_01175,Cardiology,Chennai,Madhavaram,North Chennai
NPIIN0000001176,HCP_01176,Cardiology,Chennai,Adyar,South Chennai
NPIIN0000001177,HCP_01177,General Medicine,Chennai,Tondiarpet,North Chennai
NPIIN0000001178,HCP_01178,General Medicine,Chennai,Perambur,North Chennai
NPIIN0000001179,HCP_01179,Endocrinology,Chennai,Anna Nagar,Central Chennai
NPIIN0000001180,HCP_01180,Orthopedics,Chennai,Mylapore,Central Chennai
NPIIN0000001181,HCP_01181,General Medicine,Chennai,Velachery,South Chennai
NPIIN0000001182,HCP_01182,Urology,Chennai,Nungambakkam,Central Chennai
NPIIN0000001183,HCP_01183,Endocrinology,Chennai,Mylapore,Central Chennai
NPIIN0000001184,HCP_01184,Endocrinology,Chennai,T Nagar,Central Chennai
NPIIN0000001185,HCP_01185,Pulmonology,Chennai,Anna Nagar,Central Chennai
NPIIN0000001186,HCP_01186,Diabetology,Chennai,Guindy,South Chennai
NPIIN0000001187,HCP_01187,Endocrinology,Chennai,Tondiarpet,North Chennai
NPIIN0000001188,HCP_01188,Cardiology,Chennai,Sholinganallur,South Chennai
NPIIN0000001189,HCP_01189,Cardiology,Chennai,Kilpauk,Central Chennai
NPIIN0000001190,HCP_01190,Gastroenterology,Chennai,Tambaram,South Chennai
NPIIN0000001191,HCP_01191,Diabetology,Chennai,Tondiarpet,North Chennai
NPIIN0000001192,HCP_01192,Orthopedics,Chennai,Madhavaram,North Chennai
NPIIN0000001193,HCP_01193,Endocrinology,Chennai,Tambaram,South Chennai
NPIIN0000001194,HCP_01194,General Medicine,Chennai,Guindy,South Chennai
